# Agent-reviewed boundary routing; not a blanket compatibility verdict.
# Occurrences: regenerate with v029-audit-profile.json. Evidence and limits: v029-port.md.
group_id	kind	symbol	checklist_ids	qualification_scope	rationale
boundary-group-ee9944896ae2	upstream_override_candidate	ApertusPForCausalLM.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-92ea6ea5b7f3	upstream_override_candidate	ApertusPForCausalLM.get_hook_specs	M11,M12,N02,N03,N04,N13	CPU/source; GPU cells only as listed in v029-port.md	DMI hook manifest, not an upstream override; selected placement/shape contracts have CPU coverage.
boundary-group-0c938a4808c5	upstream_override_candidate	ApertusPMLP.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-23c300ec2d5b	upstream_override_candidate	ApertusPModel.__init__	M02,R02,M10	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-295fc3fe33ea	upstream_override_candidate	ApertusPModel.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-09c9ee74424b	upstream_override_candidate	DMILLM.__init__	W01,W05,S01,S02,L02	CPU/source; GPU cells only as listed in v029-port.md	Public convenience API and stop guards; no new DMILLM GPU claim.
boundary-group-8dee82271235	upstream_override_candidate	DMILLM._add_request	W01,W05,S01,S02,L02	CPU/source; GPU cells only as listed in v029-port.md	Public convenience API and stop guards; no new DMILLM GPU claim.
boundary-group-893a94c7a255	upstream_override_candidate	DMILLM._ensure_dmi_active	W01,W05,S01,S02,L02	CPU/source; GPU cells only as listed in v029-port.md	Public convenience API and stop guards; no new DMILLM GPU claim.
boundary-group-b97ef6a52855	upstream_override_candidate	DMILLM._run_engine	W01,W05,S01,S02,L02	CPU/source; GPU cells only as listed in v029-port.md	Public convenience API and stop guards; no new DMILLM GPU claim.
boundary-group-e676ad9edea0	upstream_override_candidate	DMILLM.stop_monitoring	W01,W05,S01,S02,L02	CPU/source; GPU cells only as listed in v029-port.md	Public convenience API and stop guards; no new DMILLM GPU claim.
boundary-group-1c16b9e7344f	upstream_override_candidate	DMXGPUWorker.__init__	W01,C01,C06,N12	CPU/source; GPU cells only as listed in v029-port.md	Worker lifecycle/control boundary; V1 and V2 remain separate.
boundary-group-c19b37b1a331	upstream_override_candidate	DMXGPUWorker._validate_dmi_config	W01,C01,C06,N12	CPU/source; GPU cells only as listed in v029-port.md	Worker lifecycle/control boundary; V1 and V2 remain separate.
boundary-group-746b1aa9d783	upstream_override_candidate	DMXGPUWorker.compile_or_warm_up_model	W04,G08	CPU/source; GPU cells only as listed in v029-port.md	Worker lifecycle/control boundary; V1 and V2 remain separate.
boundary-group-007ed14c840d	upstream_override_candidate	DMXGPUWorker.execute_dummy_batch	W01,C01,C06,N12	CPU/source; GPU cells only as listed in v029-port.md	Worker lifecycle/control boundary; V1 and V2 remain separate.
boundary-group-dca32b55669b	upstream_override_candidate	DMXGPUWorker.execute_model	W05,S01,S05,S08,G07,G09	CPU/source; GPU cells only as listed in v029-port.md	Worker lifecycle/control boundary; V1 and V2 remain separate.
boundary-group-9c57fd85847d	upstream_override_candidate	DMXGPUWorker.init_device	W02,L01	CPU/source; GPU cells only as listed in v029-port.md	Worker lifecycle/control boundary; V1 and V2 remain separate.
boundary-group-e359a0605fab	upstream_override_candidate	DMXGPUWorker.load_model	W03,R02,M12	CPU/source; GPU cells only as listed in v029-port.md	Worker lifecycle/control boundary; V1 and V2 remain separate.
boundary-group-62fe3558e424	upstream_override_candidate	DMXGPUWorker.shutdown	W07,L02	CPU/source; GPU cells only as listed in v029-port.md	Worker lifecycle/control boundary; V1 and V2 remain separate.
boundary-group-48c6736fef2e	upstream_override_candidate	DMXGPUWorker.stop_monitoring	W07,L02	CPU/source; GPU cells only as listed in v029-port.md	Worker lifecycle/control boundary; V1 and V2 remain separate.
boundary-group-b27014af7124	upstream_override_candidate	DMXV2GPUWorker.__init__	W01,C01,C06,N12	CPU/source; GPU cells only as listed in v029-port.md	Worker lifecycle/control boundary; V1 and V2 remain separate.
boundary-group-6997632e1b3a	upstream_override_candidate	DMXV2GPUWorker._ensure_v2_dispatch_wrapper	G02,G03,G04,G07	CPU/source; GPU cells only as listed in v029-port.md	Worker lifecycle/control boundary; V1 and V2 remain separate.
boundary-group-973a0f14f18b	upstream_override_candidate	DMXV2GPUWorker._install_v2_prepare_wrapper	G01,G07	CPU/source; GPU cells only as listed in v029-port.md	Worker lifecycle/control boundary; V1 and V2 remain separate.
boundary-group-18312ececa1c	upstream_override_candidate	DMXV2GPUWorker._restore_v2_dispatch_wrapper	G02,G03,G04,G07	CPU/source; GPU cells only as listed in v029-port.md	Worker lifecycle/control boundary; V1 and V2 remain separate.
boundary-group-0589bb10136b	upstream_override_candidate	DMXV2GPUWorker._validate_dmi_config	W01,C01,C06,N12	CPU/source; GPU cells only as listed in v029-port.md	Worker lifecycle/control boundary; V1 and V2 remain separate.
boundary-group-33b68d9edd9f	upstream_override_candidate	DMXV2GPUWorker.compile_or_warm_up_model	W04,G08	CPU/source; GPU cells only as listed in v029-port.md	Worker lifecycle/control boundary; V1 and V2 remain separate.
boundary-group-0fe0760fbdb5	upstream_override_candidate	DMXV2GPUWorker.execute_dummy_batch	W01,C01,C06,N12	CPU/source; GPU cells only as listed in v029-port.md	Worker lifecycle/control boundary; V1 and V2 remain separate.
boundary-group-ab79ab94372f	upstream_override_candidate	DMXV2GPUWorker.execute_model	W05,S01,S05,S08,G07,G09	CPU/source; GPU cells only as listed in v029-port.md	Worker lifecycle/control boundary; V1 and V2 remain separate.
boundary-group-77d8702d3d92	upstream_override_candidate	DMXV2GPUWorker.init_device	W02,L01	CPU/source; GPU cells only as listed in v029-port.md	Worker lifecycle/control boundary; V1 and V2 remain separate.
boundary-group-04f1e5eae17e	upstream_override_candidate	DMXV2GPUWorker.load_model	W03,R02,M12	CPU/source; GPU cells only as listed in v029-port.md	Worker lifecycle/control boundary; V1 and V2 remain separate.
boundary-group-ecdbf0a04557	upstream_override_candidate	DMXV2GPUWorker.shutdown	W07,L02	CPU/source; GPU cells only as listed in v029-port.md	Worker lifecycle/control boundary; V1 and V2 remain separate.
boundary-group-f1f3d22089eb	upstream_override_candidate	DMXV2GPUWorker.stop_monitoring	W07,L02	CPU/source; GPU cells only as listed in v029-port.md	Worker lifecycle/control boundary; V1 and V2 remain separate.
boundary-group-882dbce6ccf0	upstream_override_candidate	DeepseekV4PDecoderLayer.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-e4723d8d9d72	upstream_override_candidate	DeepseekV4PForCausalLM.__init__	M02,R02,M10	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-c946a836e151	upstream_override_candidate	DeepseekV4PForCausalLM._layer_hook_specs	M11,M12,N02,N03,N04,N13	CPU/source; GPU cells only as listed in v029-port.md	DMI hook manifest, not an upstream override; selected placement/shape contracts have CPU coverage.
boundary-group-0ebd376bf430	upstream_override_candidate	DeepseekV4PForCausalLM.compute_logits	G09,M04,M13	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-d468958460dc	upstream_override_candidate	DeepseekV4PForCausalLM.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-ed34ac5e112e	upstream_override_candidate	DeepseekV4PForCausalLM.get_hook_specs	M11,M12,N02,N03,N04,N13	CPU/source; GPU cells only as listed in v029-port.md	DMI hook manifest, not an upstream override; selected placement/shape contracts have CPU coverage.
boundary-group-208e0c94ea25	upstream_override_candidate	DeepseekV4PModel.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-77f7ad779c4d	upstream_override_candidate	GPT2PLMHeadModel.__init__	M02,R02,M10	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-b3c5fa5e2e7d	upstream_override_candidate	GPT2PLMHeadModel._get_layer_hook_specs	M11,M12,N02,N03,N04,N13	CPU/source; GPU cells only as listed in v029-port.md	DMI hook manifest, not an upstream override; selected placement/shape contracts have CPU coverage.
boundary-group-92ae7da58b27	upstream_override_candidate	GPT2PLMHeadModel.compute_logits	G09,M04,M13	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-9ded6ba20442	upstream_override_candidate	GPT2PLMHeadModel.embed_input_ids	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-46f1bd6875c5	upstream_override_candidate	GPT2PLMHeadModel.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-dcc1476500f3	upstream_override_candidate	GPT2PLMHeadModel.get_hook_specs	M11,M12,N02,N03,N04,N13	CPU/source; GPU cells only as listed in v029-port.md	DMI hook manifest, not an upstream override; selected placement/shape contracts have CPU coverage.
boundary-group-1fcc49f69e53	upstream_override_candidate	GPT2PLMHeadModel.load_weights	M10	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-595b355ad104	upstream_override_candidate	Gemma3Attention.__init__	M02,R02,M10	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-e5cd19778186	upstream_override_candidate	Gemma3Attention.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-211017fb2e9a	upstream_override_candidate	Gemma3MLP.__init__	M02,R02,M10	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-92c053f8b5c5	upstream_override_candidate	Gemma3MLP.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-3fa05100d8c5	upstream_override_candidate	Gemma3Model.__init__	M02,R02,M10	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-8b5456a39f14	upstream_override_candidate	Gemma3Model.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-8ea9c6401413	upstream_override_candidate	Gemma3PForCausalLM.__init__	M02,R02,M10	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-215404f1be27	upstream_override_candidate	Gemma3PForCausalLM._get_layer_hook_specs	M11,M12,N02,N03,N04,N13	CPU/source; GPU cells only as listed in v029-port.md	DMI hook manifest, not an upstream override; selected placement/shape contracts have CPU coverage.
boundary-group-bf0641eb215c	upstream_override_candidate	Gemma3PForCausalLM.compute_logits	G09,M04,M13	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-8db69d4da776	upstream_override_candidate	Gemma3PForCausalLM.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-7b1875967f06	upstream_override_candidate	Gemma3PForCausalLM.get_hook_specs	M11,M12,N02,N03,N04,N13	CPU/source; GPU cells only as listed in v029-port.md	DMI hook manifest, not an upstream override; selected placement/shape contracts have CPU coverage.
boundary-group-7232ae36d7b5	upstream_override_candidate	Gemma4PDecoderLayer.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-ecf73aa56a03	upstream_override_candidate	Gemma4PForCausalLM.__init__	M02,R02,M10	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-fcc565de1eaf	upstream_override_candidate	Gemma4PForCausalLM._layer_hook_specs	M11,M12,N02,N03,N04,N13	CPU/source; GPU cells only as listed in v029-port.md	DMI hook manifest, not an upstream override; selected placement/shape contracts have CPU coverage.
boundary-group-b297cbe8611f	upstream_override_candidate	Gemma4PForCausalLM.get_hook_specs	M11,M12,N02,N03,N04,N13	CPU/source; GPU cells only as listed in v029-port.md	DMI hook manifest, not an upstream override; selected placement/shape contracts have CPU coverage.
boundary-group-12c552ab0227	upstream_override_candidate	Gemma4PForConditionalGeneration.__init__	M02,R02,M10	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-476854269d63	upstream_override_candidate	Gemma4PForConditionalGeneration.compute_logits	G09,M04,M13	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-09c5cc760731	upstream_override_candidate	Gemma4PForConditionalGeneration.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-96dfb51f611e	upstream_override_candidate	Gemma4PForConditionalGeneration.get_hook_specs	M11,M12,N02,N03,N04,N13	CPU/source; GPU cells only as listed in v029-port.md	DMI hook manifest, not an upstream override; selected placement/shape contracts have CPU coverage.
boundary-group-961f2e7d117a	upstream_override_candidate	Gemma4PModel.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-999254ac5796	upstream_override_candidate	GlmMoeDsaPDecoderLayer.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-f15306105894	upstream_override_candidate	GlmMoeDsaPForCausalLM.__init__	M02,R02,M10	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-c565364465d1	upstream_override_candidate	GlmMoeDsaPForCausalLM._layer_hook_specs	M11,M12,N02,N03,N04,N13	CPU/source; GPU cells only as listed in v029-port.md	DMI hook manifest, not an upstream override; selected placement/shape contracts have CPU coverage.
boundary-group-0d8fb1da10ff	upstream_override_candidate	GlmMoeDsaPForCausalLM.compute_logits	G09,M04,M13	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-a749c6e4ac0c	upstream_override_candidate	GlmMoeDsaPForCausalLM.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-de101d69f5f6	upstream_override_candidate	GlmMoeDsaPForCausalLM.get_hook_specs	M11,M12,N02,N03,N04,N13	CPU/source; GPU cells only as listed in v029-port.md	DMI hook manifest, not an upstream override; selected placement/shape contracts have CPU coverage.
boundary-group-066c33fd59c6	upstream_override_candidate	GlmMoeDsaPMLP.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-76db36e11fb1	upstream_override_candidate	GlmMoeDsaPMoE._observe_routing	M08,N04,N08	CPU/source; GPU cells only as listed in v029-port.md	DMI-only observer of the single routing result; do not route twice.
boundary-group-b70bda0851c6	upstream_override_candidate	GlmMoeDsaPMoE.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-3b8962ce2133	upstream_override_candidate	GlmMoeDsaPModel.__init__	M02,R02,M10	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-477de40f3acc	upstream_override_candidate	GlmMoeDsaPModel.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-175f397bcc1c	upstream_override_candidate	GptOssPAttention.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-0d2952896c2c	upstream_override_candidate	GptOssPForCausalLM.__init__	M02,R02,M10	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-6bc0ac18c635	upstream_override_candidate	GptOssPForCausalLM._layer_hook_specs	M11,M12,N02,N03,N04,N13	CPU/source; GPU cells only as listed in v029-port.md	DMI hook manifest, not an upstream override; selected placement/shape contracts have CPU coverage.
boundary-group-e680ba5406c4	upstream_override_candidate	GptOssPForCausalLM.compute_logits	G09,M04,M13	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-7dc57c76c36e	upstream_override_candidate	GptOssPForCausalLM.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-670e03ccf557	upstream_override_candidate	GptOssPForCausalLM.get_hook_specs	M11,M12,N02,N03,N04,N13	CPU/source; GPU cells only as listed in v029-port.md	DMI hook manifest, not an upstream override; selected placement/shape contracts have CPU coverage.
boundary-group-fd557cff0043	upstream_override_candidate	GptOssPMLP._observe_routing	M08,N04,N08	CPU/source; GPU cells only as listed in v029-port.md	DMI-only observer of the single routing result; do not route twice.
boundary-group-5d6268bbd823	upstream_override_candidate	GptOssPMLP.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-82e3cca31afd	upstream_override_candidate	GptOssPModel.__init__	M02,R02,M10	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-72696242ec0b	upstream_override_candidate	GptOssPModel.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-39828cf62a16	upstream_override_candidate	GptOssPTransformerBlock.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-8a3266c772ac	upstream_override_candidate	GranitePAttention.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-d1f6af0ed4a3	upstream_override_candidate	GranitePDecoderLayer.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-cb066493330e	upstream_override_candidate	GranitePForCausalLM.__init__	M02,R02,M10	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-63544f68c26c	upstream_override_candidate	GranitePForCausalLM._layer_hook_specs	M11,M12,N02,N03,N04,N13	CPU/source; GPU cells only as listed in v029-port.md	DMI hook manifest, not an upstream override; selected placement/shape contracts have CPU coverage.
boundary-group-ce2853ee81ee	upstream_override_candidate	GranitePForCausalLM.compute_logits	G09,M04,M13	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-263a25dcd94e	upstream_override_candidate	GranitePForCausalLM.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-e8e5d0145f83	upstream_override_candidate	GranitePForCausalLM.get_hook_specs	M11,M12,N02,N03,N04,N13	CPU/source; GPU cells only as listed in v029-port.md	DMI hook manifest, not an upstream override; selected placement/shape contracts have CPU coverage.
boundary-group-a4b4434e75b7	upstream_override_candidate	GranitePMLP.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-87e5df1a9628	upstream_override_candidate	GranitePModel.__init__	M02,R02,M10	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-736aa9040ae1	upstream_override_candidate	GranitePModel.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-69c1b1a1137b	upstream_override_candidate	KimiK3PDecoderLayer.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-2d7c4813ba79	upstream_override_candidate	KimiK3PForConditionalGeneration.__init__	M02,R02,M10	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-c901c59e696b	upstream_override_candidate	KimiK3PForConditionalGeneration.get_hook_specs	M11,M12,N02,N03,N04,N13	CPU/source; GPU cells only as listed in v029-port.md	DMI hook manifest, not an upstream override; selected placement/shape contracts have CPU coverage.
boundary-group-1d80da28572c	upstream_override_candidate	KimiK3PLinearForCausalLM._layer_hook_specs	M11,M12,N02,N03,N04,N13	CPU/source; GPU cells only as listed in v029-port.md	DMI hook manifest, not an upstream override; selected placement/shape contracts have CPU coverage.
boundary-group-63b71dde2687	upstream_override_candidate	KimiK3PLinearForCausalLM.compute_logits	G09,M04,M13	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-62433ef27150	upstream_override_candidate	KimiK3PLinearForCausalLM.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-932470c26ff9	upstream_override_candidate	KimiK3PLinearForCausalLM.get_hook_specs	M11,M12,N02,N03,N04,N13	CPU/source; GPU cells only as listed in v029-port.md	DMI hook manifest, not an upstream override; selected placement/shape contracts have CPU coverage.
boundary-group-4e4af404938a	upstream_override_candidate	KimiK3PModel.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-fc3ccb981571	upstream_override_candidate	Llama4PAttention.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-b31b4f4dfde4	upstream_override_candidate	Llama4PDecoderLayer.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-0827401f578d	upstream_override_candidate	Llama4PForCausalLM.__init__	M02,R02,M10	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-ea785800daf3	upstream_override_candidate	Llama4PForCausalLM._init_model	M02,R02,M10	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-acc5aa12b375	upstream_override_candidate	Llama4PForCausalLM._layer_hook_specs	M11,M12,N02,N03,N04,N13	CPU/source; GPU cells only as listed in v029-port.md	DMI hook manifest, not an upstream override; selected placement/shape contracts have CPU coverage.
boundary-group-b3dc38dade7f	upstream_override_candidate	Llama4PForCausalLM.compute_logits	G09,M04,M13	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-6fdebc871ad6	upstream_override_candidate	Llama4PForCausalLM.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-03deded7649d	upstream_override_candidate	Llama4PForCausalLM.get_hook_specs	M11,M12,N02,N03,N04,N13	CPU/source; GPU cells only as listed in v029-port.md	DMI hook manifest, not an upstream override; selected placement/shape contracts have CPU coverage.
boundary-group-f62939255855	upstream_override_candidate	Llama4PForConditionalGeneration.__init__	M02,R02,M10	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-a64f3de9259b	upstream_override_candidate	Llama4PForConditionalGeneration.get_hook_specs	M11,M12,N02,N03,N04,N13	CPU/source; GPU cells only as listed in v029-port.md	DMI hook manifest, not an upstream override; selected placement/shape contracts have CPU coverage.
boundary-group-70f648d8ba02	upstream_override_candidate	Llama4PMoE._observe_routing	M08,N04,N08	CPU/source; GPU cells only as listed in v029-port.md	DMI-only observer of the single routing result; do not route twice.
boundary-group-783fdc7c38c9	upstream_override_candidate	Llama4PMoE.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-4c4acafd0e83	upstream_override_candidate	Llama4PModel.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-6fc4fbbe4bfb	upstream_override_candidate	LlamaModel.__init__	M02,R02,M10	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-c9a6ec3e0d04	upstream_override_candidate	LlamaModel.embed_input_ids	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-37f40501adcd	upstream_override_candidate	LlamaModel.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-cbafd0d12141	upstream_override_candidate	LlamaModel.load_weights	M10	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-2b6b4f70bc45	upstream_override_candidate	LlamaPForCausalLM.__init__	M02,R02,M10	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-70c258b2488c	upstream_override_candidate	LlamaPForCausalLM._get_layer_hook_specs	M11,M12,N02,N03,N04,N13	CPU/source; GPU cells only as listed in v029-port.md	DMI hook manifest, not an upstream override; selected placement/shape contracts have CPU coverage.
boundary-group-2d1561b33708	upstream_override_candidate	LlamaPForCausalLM.compute_logits	G09,M04,M13	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-3b8d30872544	upstream_override_candidate	LlamaPForCausalLM.compute_logits_local	G09,M07	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-bc9f8b435410	upstream_override_candidate	LlamaPForCausalLM.embed_input_ids	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
boundary-group-0678234726af	upstream_override_candidate	LlamaPForCausalLM.forward	M03,M04,M05,M07,M11	CPU/source; GPU cells only as listed in v029-port.md	Model method contract; CPU/source evidence does not qualify every checkpoint or topology.
